config,seed,interv_frac,alpha,boost,di_after_monitor,di_priv_after_monitor,efficiency_loss_rel,deviation_rel,efficiency_ok,reverse_ok,reaches_target,admissible,qualifying,selected
uniform bias=0.30 frac=0.50,65,0.5,0.5,1.0593464681187874,0.6760625130946931,1.4791531561518991,0.013492902802289354,0.007385361079064428,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,65,0.5,0.7,1.0830850553663023,0.6885053814338592,1.4524214726069855,0.023790255961449954,0.01033950551069019,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,65,0.5,1.0,1.1186929362375746,0.7216863636716355,1.3856434738664345,0.044486491455453726,0.014770722158128828,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,65,1.0,0.3,1.0356078808712723,0.6926530042135812,1.4437243380404765,0.0059956593792685805,0.008985542184150035,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,65,1.0,0.5,1.0593464681187874,0.7548673459094118,1.324736068421756,0.013492902802289354,0.01497590364025011,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,65,1.0,0.7,1.0830850553663023,0.7921959509269103,1.262313950014448,0.023790255961449954,0.020966265096350134,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,65,1.0,1.0,1.1186929362375746,0.8627055381821849,1.1591440598690366,0.044486491455453726,0.02995180728050017,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,66,0.1,0.3,1.0497832167832168,0.5792540792540793,1.72635814889336,0.009272275591512991,0.0011878126874656496,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,66,0.1,0.5,1.082972027972028,0.5792540792540793,1.72635814889336,0.022702689105768153,0.0019796878124427493,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,66,0.1,0.7,1.116160839160839,0.5833333333333334,1.7142857142857142,0.04193221978262035,0.0027715629374198436,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,66,0.1,1.0,1.165944055944056,0.5874125874125875,1.702380952380952,0.0816498604777684,0.0039593756248854925,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,66,0.25,0.3,1.0497832167832168,0.6078088578088578,1.645254074784276,0.009272275591512991,0.0031570627201771436,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,66,0.25,0.5,1.082972027972028,0.615967365967366,1.6234626300851465,0.022702689105768153,0.00526177120029524,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,66,0.25,0.7,1.116160839160839,0.6241258741258742,1.6022408963585433,0.04193221978262035,0.00736647968041332,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,66,0.25,1.0,1.165944055944056,0.6486013986013986,1.5417789757412397,0.0816498604777684,0.010523542400590464,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,66,0.5,0.3,1.0497832167832168,0.6445221445221446,1.551537070524412,0.009272275591512991,0.0060957011965266285,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,66,0.5,0.5,1.082972027972028,0.6608391608391608,1.5132275132275133,0.022702689105768153,0.010159501994211046,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,66,0.5,0.7,1.116160839160839,0.6853146853146853,1.4591836734693877,0.04193221978262035,0.014223302791895435,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,66,0.5,1.0,1.165944055944056,0.7342657342657343,1.361904761904762,0.0816498604777684,0.020319003988422065,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,66,1.0,0.3,1.0497832167832168,0.6934731934731936,1.4420168067226888,0.009272275591512991,0.012318094877510139,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,66,1.0,0.5,1.082972027972028,0.7546620046620047,1.325096525096525,0.022702689105768153,0.020530158129183563,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,66,1.0,0.7,1.116160839160839,0.824009324009324,1.2135785007072135,0.04193221978262035,0.02874222138085693,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,66,1.0,1.0,1.165944055944056,0.9178321678321679,1.0895238095238093,0.0816498604777684,0.04106031625836708,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,67,0.1,0.3,1.0519331738051854,0.560375549750097,1.7845175444324013,0.009696211599804137,0.001448383830420806,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,67,0.1,0.5,1.086555289675309,0.5718901158408524,1.7485876609874538,0.02349551207779851,0.002413973050701345,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,67,0.1,0.7,1.1211774055454327,0.5834046819316078,1.714076062415333,0.043162940084959474,0.0033795622709818837,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,67,0.1,1.0,1.173110579350618,0.5987574367192817,1.670125394148273,0.08366682121288811,0.004827946101402689,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,67,0.25,0.3,1.0519331738051854,0.5872428706285263,1.7028729508962783,0.009696211599804137,0.0034441911346895712,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,67,0.25,0.5,1.086555289675309,0.6064338141131187,1.6489845663742442,0.02349551207779851,0.005740318557815957,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,67,0.25,0.7,1.1211774055454327,0.6217865689007925,1.6082688980687074,0.043162940084959474,0.008036445980942341,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,67,0.25,1.0,1.173110579350618,0.6486538897792218,1.5416542099830215,0.08366682121288811,0.011480637115631914,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,67,0.5,0.3,1.0519331738051854,0.6102720028100371,1.638613594258683,0.009696211599804137,0.006878871261069762,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,67,0.5,0.5,1.086555289675309,0.6333011349915479,1.579027645376549,0.02349551207779851,0.011464785435116278,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,67,0.5,0.7,1.1211774055454327,0.6678448332638142,1.497353801650176,0.043162940084959474,0.016050699609162795,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,67,0.5,1.0,1.173110579350618,0.7254176637175913,1.3785161983446064,0.08366682121288811,0.022929570870232556,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,67,1.0,0.3,1.0519331738051854,0.6716830219607326,1.488797494212175,0.009696211599804137,0.013545779268943925,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,67,1.0,0.5,1.086555289675309,0.7292558524145097,1.3712608499322663,0.02349551207779851,0.022576298781573224,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,67,1.0,0.7,1.1211774055454327,0.7983432489590423,1.2525940456112048,0.043162940084959474,0.031606818294202525,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,67,1.0,1.0,1.173110579350618,0.9134889098665965,1.0947040398618932,0.08366682121288811,0.04515259756314645,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,68,0.1,0.3,1.0272090395480227,0.674623352165725,1.482308604927071,-0.001174242780672851,0.0006527132269593395,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,68,0.1,0.5,1.0453483992467043,0.6788135593220339,1.4731585518102372,-7.168054103371198e-05,0.0010878553782655623,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,68,0.1,0.7,1.0634877589453862,0.6830037664783427,1.464120769283794,0.002539194306675449,0.0015229975295717902,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,68,0.1,1.0,1.0906967984934088,0.6913841807909604,1.446373850868233,0.009283592718370903,0.0021757107565311294,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,68,0.25,0.3,1.0272090395480227,0.6830037664783427,1.464120769283794,-0.001174242780672851,0.0015810916070024045,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,68,0.25,0.5,1.0453483992467043,0.6955743879472692,1.437660755381075,-7.168054103371198e-05,0.0026351526783373316,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,68,0.25,0.7,1.0634877589453862,0.703954802259887,1.420545746388443,0.002539194306675449,0.003689213749672272,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,68,0.25,1.0,1.0906967984934088,0.7123352165725048,1.4038334434897553,0.009283592718370903,0.005270305356674676,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,68,0.5,0.3,1.0272090395480227,0.6997645951035781,1.4290520083428648,-0.001174242780672851,0.0034008614730553217,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,68,0.5,0.5,1.0453483992467043,0.7249058380414313,1.3794895109436902,-7.168054103371198e-05,0.005668102455092183,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,68,0.5,0.7,1.0634877589453862,0.7542372881355932,1.3258426966292136,0.002539194306675449,0.007935343437129073,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,68,0.5,1.0,1.0906967984934088,0.7793785310734463,1.28307357738311,0.009283592718370903,0.011336204910184394,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,68,1.0,0.3,1.0272090395480227,0.7207156308851224,1.3875097987980143,-0.001174242780672851,0.006906721826535701,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,68,1.0,0.5,1.0453483992467043,0.7626177024482109,1.311272996666255,-7.168054103371198e-05,0.011511203044226133,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,68,1.0,0.7,1.0634877589453862,0.8129001883239171,1.2301633267693735,0.002539194306675449,0.016115684261916615,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,68,1.0,1.0,1.0906967984934088,0.8506120527306967,1.1756240659766426,0.009283592718370903,0.023022406088452317,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,69,0.1,0.3,1.0357531570438538,0.6376682155118162,1.568213650412798,0.004657709907966891,0.0009525659339232588,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,69,0.1,0.5,1.0595885950730897,0.6416288876578522,1.5585333192374107,0.011108732098779946,0.0015876098898720962,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,69,0.1,0.7,1.0834240331023255,0.6416288876578522,1.5585333192374107,0.020236460091327835,0.0022226538458209335,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,69,0.1,1.0,1.1191771901461793,0.6614322483880328,1.5118706450087456,0.03894687545840243,0.003175219779744191,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,69,0.25,0.3,1.0357531570438538,0.6455895598038883,1.5489717651316597,0.004657709907966891,0.002476446807554898,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,69,0.25,0.5,1.0595885950730897,0.6614322483880328,1.5118706450087456,0.011108732098779946,0.004127411345924825,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,69,0.25,0.7,1.0834240331023255,0.6653929205340691,1.5028714149789313,0.020236460091327835,0.005778375884294753,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,69,0.25,1.0,1.1191771901461793,0.6851962812642496,1.4594358249506387,0.03894687545840243,0.008254822691849652,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,69,0.5,0.3,1.0357531570438538,0.6891569534102857,1.4510482627382788,0.004657709907966891,0.0048162311552329895,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,69,0.5,0.5,1.0595885950730897,0.7248030027246108,1.3796852334232814,0.011108732098779946,0.008027051925388306,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,69,0.5,0.7,1.0834240331023255,0.7406456913087553,1.3501732498206445,0.020236460091327835,0.011237872695543622,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,69,0.5,1.0,1.1191771901461793,0.7723310684770444,1.2947815267510794,0.03894687545840243,0.016054103850776612,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,69,1.0,0.3,1.0357531570438538,0.7168816584325386,1.3949303741240913,0.004657709907966891,0.00953770427146119,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,69,1.0,0.5,1.0595885950730897,0.7802524127691166,1.2816365366317792,0.011108732098779946,0.015896173785768627,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,69,1.0,0.7,1.0834240331023255,0.823819806375514,1.213857681329137,0.020236460091327835,0.022254643300076066,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,69,1.0,1.0,1.1191771901461793,0.9030332492962364,1.107378937352897,0.03894687545840243,0.031792347571537254,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,70,0.1,0.3,1.048309633027523,0.5739678899082569,1.7422577422577423,-0.011279506318196578,0.0011658508797071487,True,True,False,True,False,True
uniform bias=0.30 frac=0.10,70,0.1,0.5,1.0805160550458717,0.5739678899082569,1.7422577422577423,-0.0123398552120221,0.0019430847995119142,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,70,0.1,0.7,1.1127224770642201,0.5739678899082569,1.7422577422577423,-0.00823274651787028,0.0027203187193166746,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,70,0.1,1.0,1.1610321100917431,0.5739678899082569,1.7422577422577423,0.007616899500815903,0.0038861695990238237,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,70,0.25,0.3,1.048309633027523,0.5860091743119267,1.7064579256360077,-0.011279506318196578,0.0031881698143142226,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,70,0.25,0.5,1.0805160550458717,0.5900229357798165,1.6948493683187562,-0.0123398552120221,0.00531361635719037,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,70,0.25,0.7,1.1127224770642201,0.6060779816513762,1.6499526963103122,-0.00823274651787028,0.007439062900066505,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,70,0.25,1.0,1.1610321100917431,0.6181192660550459,1.6178107606679035,0.007616899500815903,0.010627232714380729,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,70,0.5,0.3,1.048309633027523,0.614105504587156,1.6283846872082166,-0.011279506318196578,0.0061441333700637465,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,70,0.5,0.5,1.0805160550458717,0.6261467889908258,1.597069597069597,-0.0123398552120221,0.010240222283439581,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,70,0.5,0.7,1.1127224770642201,0.6582568807339451,1.5191637630662018,-0.00823274651787028,0.014336311196815384,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,70,0.5,1.0,1.1610321100917431,0.6943807339449541,1.440132122213047,0.007616899500815903,0.020480444566879134,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,70,1.0,0.3,1.048309633027523,0.6702981651376146,1.491873396065013,-0.011279506318196578,0.012196574312800988,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,70,1.0,0.5,1.0805160550458717,0.7144495412844037,1.3996789727126804,-0.0123398552120221,0.02032762385466831,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,70,1.0,0.7,1.1127224770642201,0.7706422018348624,1.2976190476190474,-0.00823274651787028,0.028458673396535586,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,70,1.0,1.0,1.1610321100917431,0.8549311926605505,1.1696847753185782,0.007616899500815903,0.04065524770933657,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,71,0.1,0.3,1.0447825971965088,0.6059243586352816,1.6503710170231343,-0.0027728018869021976,0.0011585879106096562,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,71,0.1,0.5,1.0746376619941815,0.6135942872256016,1.629741379310345,0.00020663779745685095,0.0019309798510161,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,71,0.1,0.7,1.104492726791854,0.6212642158159216,1.609621115368242,0.007048456902317643,0.0027033717914225377,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,71,0.1,1.0,1.149275323988363,0.6250991801110817,1.5997461392003387,0.024553146973049753,0.0038619597020322,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,71,0.25,0.3,1.0447825971965088,0.6289341444062417,1.5899915895710681,-0.0027728018869021976,0.002970198917712744,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,71,0.25,0.5,1.0746376619941815,0.6366040729965617,1.5708350643955131,0.00020663779745685095,0.004950331529521255,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,71,0.25,0.7,1.104492726791854,0.6519439301772018,1.5338742393509128,0.007048456902317643,0.00693046414132975,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,71,0.25,1.0,1.149275323988363,0.6672837873578418,1.4986127625842254,0.024553146973049753,0.00990066305904251,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,71,0.5,0.3,1.0447825971965088,0.6442740015868816,1.5521346469622335,-0.0027728018869021976,0.0057878757464118,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,71,0.5,0.5,1.0746376619941815,0.6672837873578418,1.4986127625842254,0.00020663779745685095,0.00964645957735303,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,71,0.5,0.7,1.104492726791854,0.6941285374239619,1.4406553629262717,0.007048456902317643,0.01350504340829423,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,71,0.5,1.0,1.149275323988363,0.732478180375562,1.3652283805741108,0.024553146973049753,0.01929291915470606,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,71,1.0,0.3,1.0447825971965088,0.6787886802433218,1.4732125462692383,-0.0027728018869021976,0.01166686065441481,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,71,1.0,0.5,1.0746376619941815,0.728643216080402,1.3724137931034484,0.00020663779745685095,0.019444767757358077,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,71,1.0,0.7,1.104492726791854,0.7861676805078022,1.2719932716568545,0.007048456902317643,0.027222674860301284,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,71,1.0,1.0,1.149275323988363,0.8475271092303622,1.1799032610391638,0.024553146973049753,0.038889535514716154,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,42,1.0,0.3,1.0502948289169025,0.6674384701140554,1.4982654503404855,0.008663361443555265,0.013478609342599385,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,42,1.0,0.5,1.0838247148615041,0.726438555869994,1.3765789163026798,0.021055164211758248,0.022464348904332285,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,42,1.0,0.7,1.117354600806106,0.8333762113026326,1.1999382589010086,0.03873994975796129,0.03145008846606524,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,42,1.0,1.0,1.1676494297230084,0.907126318497556,1.1023823028927964,0.07519147078601521,0.04492869780866463,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,43,1.0,0.3,1.0516412248398326,0.6551732835595016,1.5263137632338788,0.010660788957354637,0.01332548729414839,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,43,1.0,0.5,1.0860687080663876,0.7075871462442617,1.4132534844758138,0.024818737779737775,0.022209145490247297,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,43,1.0,0.7,1.1204961912929425,0.7936956349406533,1.25992881399023,0.04461729154943848,0.031092803686346197,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,43,1.0,1.0,1.1721374161327751,0.8535971922946649,1.1715127568681087,0.08489125648020968,0.044418290980494594,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,44,1.0,0.3,1.0629388334668317,0.6349850724532149,1.5748401708666608,-0.002023858731658994,0.01530376688340405,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,44,1.0,0.5,1.1048980557780528,0.6850141993737713,1.459823753893253,0.0057858333682027745,0.025506278139006727,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,44,1.0,0.7,1.146857278089274,0.7696788757008666,1.2992431409649952,0.02092267047150522,0.03570878939460946,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,44,1.0,1.0,1.2097961115561058,0.8658887351634749,1.1548827919688847,0.05736632300791054,0.05101255627801351,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,45,1.0,0.3,1.0555062604340568,0.6421118530884807,1.5573610659733508,-0.0011141701446337028,0.015064664260248689,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,45,1.0,0.5,1.0925104340567613,0.6917779632721202,1.4455505279034693,0.006577507860581342,0.02510777376708113,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,45,1.0,0.7,1.1295146076794658,0.7378964941569283,1.355203619909502,0.021016752347106725,0.035150883273913566,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,45,1.0,1.0,1.1850208681135226,0.8443238731218697,1.184379634206624,0.05532730622935138,0.05021554753416226,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,46,1.0,0.3,1.0461326223184078,0.6737953448039459,1.4841301705504806,0.0014018378469902223,0.011780800118080817,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,46,1.0,0.5,1.0768877038640128,0.7516907603882171,1.3303342979545756,0.0072040083212461,0.019634666863467994,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,46,1.0,0.7,1.107642785409618,0.8373757175309153,1.1942070674662006,0.016900268323178952,0.027488533608855226,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,46,1.0,1.0,1.1537754077280258,0.9152711331151866,1.092572423426524,0.03874607619047182,0.039269333726936036,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,47,1.0,0.3,1.066824231637437,0.5965011286681715,1.6764427625354779,0.0019032238957939582,0.01622096751360803,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,47,1.0,0.5,1.1113737193957285,0.6806230827111188,1.4692419716603065,0.013180585657623268,0.027034945856013425,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,47,1.0,0.7,1.1559232071540197,0.7418026856514441,1.3480673760594564,0.03246478408449249,0.03784892419841876,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,47,1.0,1.0,1.222747438791457,0.8565144411645541,1.1675226381943504,0.07640390047174625,0.054069891712026835,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,48,1.0,0.3,1.0609983067803022,0.6304998709759522,1.5860431477203916,0.008216383827393767,0.015746897544053215,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,48,1.0,0.5,1.101663844633837,0.7038138094615279,1.420830319832851,0.02200647525874484,0.02624482924008869,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,48,1.0,0.7,1.1423293824873715,0.7661306571742673,1.3052603895115187,0.042446568460566325,0.036742760936124115,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,48,1.0,1.0,1.2033276892676736,0.8834329587511887,1.131947806671815,0.08557546158293125,0.05248965848017734,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,49,1.0,0.3,1.0622287075640262,0.609092713917014,1.6417861799217732,0.007630538066315736,0.015213436546786278,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,49,1.0,0.5,1.1037145126067103,0.6871815233935543,1.4552195685670264,0.023608483744372164,0.025355727577977105,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,49,1.0,0.7,1.1452003176493946,0.7886969757130566,1.2679140795435477,0.04829916566283893,0.03549801860916799,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,49,1.0,1.0,1.2074290252134208,0.8902124280325591,1.123327386262266,0.1016715689913083,0.05071145515595427,False,True,True,False,False,False
uniform bias=0.40 frac=1.00,50,1.0,0.3,1.0588329796264855,0.6296689303904923,1.5881361644759018,-0.016165871710181336,0.014945464599932162,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,50,1.0,0.5,1.0980549660441425,0.6919036502546689,1.4452879380415613,-0.01846769468425507,0.024909107666553618,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,50,1.0,0.7,1.1372769524617996,0.7248514431239389,1.3795930317669447,-0.013989177792157758,0.034872750733175084,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,50,1.0,1.0,1.1961099320882853,0.8090513582342954,1.2360154764246836,0.005441734795059267,0.0498182153331073,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,51,1.0,0.3,1.0433780652155908,0.6691110592451495,1.4945202088396796,0.005916006980126129,0.011117556042367081,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,51,1.0,0.5,1.0722967753593182,0.7686811573471063,1.300929508212778,0.014961614131512835,0.018529260070611838,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,51,1.0,0.7,1.1012154855030454,0.8363888240564369,1.1956161670717436,0.02808850328127509,0.02594096409885654,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,51,1.0,1.0,1.1445935507186364,0.8881652750694544,1.125916569888189,0.055431240752872715,0.037058520141223676,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,52,1.0,0.3,1.0389333613622032,0.6982225025109196,1.4322082092797646,-0.003026539619112563,0.009462185054513458,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,52,1.0,0.5,1.0648889356036717,0.7358512601312686,1.3589702894870492,-0.0008728468639490313,0.015770308424189042,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,52,1.0,0.7,1.0908445098451405,0.7985658561651835,1.2522448740823071,0.004617954558871629,0.02207843179386468,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,52,1.0,1.0,1.1297778712073436,0.8361946137855325,1.1958938547486033,0.019111235444960795,0.03154061684837813,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,53,1.0,0.3,1.0714861090476897,0.6314366364581785,1.5836901792856808,0.01382377312651551,0.016363759128919828,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,53,1.0,0.5,1.119143515079483,0.7073688902094785,1.4136895385713988,0.03529093896240417,0.027272931881533097,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,53,1.0,0.7,1.1668009211112762,0.82326548804041,1.2146749918793085,0.06655915846619499,0.03818210463414632,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,53,1.0,1.0,1.238287030158966,0.9031941761996731,1.1071816297660955,0.1318384633491984,0.05454586376306614,False,True,True,False,False,False
uniform bias=0.40 frac=1.00,54,1.0,0.3,1.0597184401850628,0.6252478519497687,1.599365750528541,-0.009568506843793984,0.01400827204808133,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,54,1.0,0.5,1.0995307336417712,0.7023888206968181,1.423712864632343,-0.008131735907753072,0.023347120080135536,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,54,1.0,0.7,1.13934302709848,0.7470493815503729,1.3385995955510617,-0.00044234457285572,0.032685968112189795,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,54,1.0,1.0,1.1990614672835427,0.8607308091776037,1.1618034225537515,0.022815405677345975,0.04669424016027112,True,True,True,True,True,True
uniform bias=0.40 frac=1.00,55,1.0,0.3,1.04257495083951,0.6854484949326879,1.4588988193754828,0.0017824896461371203,0.01064330721619998,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,55,1.0,0.5,1.0709582513991833,0.709499319316291,1.4094446221085173,0.00718959184714886,0.017738845360333332,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,55,1.0,0.7,1.0993415519588565,0.7535924973528966,1.3269771176234446,0.015971714664363253,0.024834383504466633,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,55,1.0,1.0,1.1419165027983664,0.8257449705037059,1.211027660743726,0.03547306254556518,0.035477690720666616,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,56,1.0,0.3,1.0587613076578595,0.6603757490456997,1.5142894048503246,0.029841950992932652,0.015503884585525493,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,56,1.0,0.5,1.097935512763099,0.7673639988910925,1.3031625166740772,0.05994679783684688,0.02583980764254245,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,56,1.0,0.7,1.1371097178683385,0.837459748789798,1.1940872399480533,0.09821981495966214,0.03617573069955941,True,True,False,True,False,True
uniform bias=0.40 frac=1.00,56,1.0,1.0,1.195871025526198,0.940758748640522,1.0629717783066985,0.17094465991682387,0.0516796152850849,False,True,True,False,False,False
uniform bias=0.40 frac=1.00,57,1.0,0.3,1.0617928440958417,0.6293757386913076,1.5888759901666212,0.020136098555397757,0.015839844264039275,True,True,False,True,False,False
uniform bias=0.40 frac=1.00,57,1.0,0.5,1.1029880734930697,0.7267791268221052,1.3759338471545999,0.04357751808044602,0.026399740440065496,True,True,False,True,False,False
