config,used_by,seed,interv_frac,bitwise_identical_to_R2,max_abs_diff_vs_R2,triggered,di_before_monitor,selected_alpha,selection_rule,n_qualifying,n_admissible,n_efficiency_rejections,n_reverse_rejections,di_after_monitor,n_routed,n_unpriv,R2,RMSE,DI,EOD,AOD,deposited_DI,abs_diff_R2routine_vs_deposited_DI
uniform bias=0.20 frac=1.00,bias sensitivity,68,1.0,True,0.0,True,0.780701754385965,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8153996101364522,432,432,0.7349453648484856,2.068578433993312,0.8295224977043159,0.0485472941613293,0.03523107107564989,0.8295224977043159,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,69,1.0,True,0.0,True,0.7500313686125664,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8406945010822171,449,449,0.714900304952462,2.112619578560714,0.86623417536045,0.04799992850504042,0.013647997378814211,0.86623417536045,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,70,1.0,True,0.0,True,0.6776487504493381,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8564149852304519,436,436,0.7209525862964411,2.0951080824506008,0.8454454867195823,0.02492837742307552,0.003451843032525409,0.8454454867195823,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,71,1.0,True,0.0,True,0.7072196197299532,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8190961697437311,456,456,0.7420936057504732,2.048023770723627,0.8072957580518461,0.06715063520871145,0.00603011023307265,0.8072957580518461,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),42,0.1,False,0.3656887718940567,True,0.6862112246727631,0.7,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.697776582391967,46,468,0.7263951408156536,2.009151935105285,0.6929309116809117,0.09852181979511176,0.08783617487484355,0.6967592592592593,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),42,0.25,True,0.0,True,0.6862112246727631,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7247624170701095,117,468,0.7224777901128638,2.023483882466602,0.7235576923076923,0.07678268936032917,0.06992435613632549,0.7235576923076923,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),42,0.5,True,0.0,True,0.6862112246727631,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7710238479469248,234,468,0.7174458944781725,2.0417458801058026,0.7733262108262109,0.044173993708155224,0.041296064648266684,0.7733262108262109,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),42,0.75,True,0.0,True,0.6862112246727631,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8172852788237404,351,468,0.7135333192300148,2.055833482419754,0.8192663817663818,0.011565298055981388,0.014428336540489625,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,42,1.0,True,0.0,True,0.6862112246727631,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8635467097005559,468,468,0.7074845905950171,2.077424511415038,0.8652065527065528,0.010173832378801317,0.010525735719155258,0.8652065527065528,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),43,0.1,True,0.0,True,0.6356860782023471,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6626545784897194,46,461,0.7246545412879902,2.092752161110721,0.639317384345171,0.12146457048292458,0.09044324164607634,0.639317384345171,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),43,0.25,True,0.0,True,0.6356860782023471,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7127389361662679,115,461,0.7245377964736914,2.093195771242731,0.6797805099366376,0.10516022265683767,0.06965568867166104,0.6797805099366376,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),43,0.5,True,0.0,True,0.6356860782023471,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7666759367410125,230,461,0.7240305372216973,2.0951221780936344,0.744521510882984,0.061681961787272366,0.033476125023882,0.744521510882984,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),43,0.75,True,0.0,True,0.6356860782023471,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8283182231121493,345,461,0.7208922426563151,2.1070012518810524,0.8011698867110371,0.023638483526402854,0.0018190068320754066,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,43,1.0,True,0.0,True,0.6356860782023471,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.889960509483286,461,461,0.7214118420879734,2.105039094560898,0.8578182625390902,0.04157890777794504,0.034399797123347634,0.8578182625390902,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),44,0.1,True,0.0,True,0.6165179450664324,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6365347614646931,44,443,0.7213356131020505,2.0676900742076514,0.6341540238332721,0.19308730151499964,0.12783520660856365,0.6341540238332721,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),44,0.25,True,0.0,True,0.6165179450664324,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6685616677019105,110,443,0.7166721613388747,2.0849196975546707,0.6658617250249357,0.16634933360056114,0.1086068476513444,0.6658617250249357,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),44,0.5,True,0.0,True,0.6165179450664324,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7125986637780842,221,443,0.711312262688409,2.104548198227496,0.7094598141634731,0.13961136568612265,0.08351911369412515,0.7094598141634731,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),44,0.75,True,0.0,True,0.6165179450664324,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7726491129728665,332,443,0.7081272407389196,2.1161258380062287,0.7649482912488844,0.10217821060590881,0.051130661154018237,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,44,1.0,True,0.0,True,0.6165179450664324,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8527163785659098,443,443,0.704185528480182,2.130366951357846,0.8481810068770014,0.038007087611256374,0.001466974656692016,0.8481810068770014,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),45,0.1,True,0.0,True,0.6419270833333334,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.660373263888889,48,480,0.7395582477836784,2.011534711068573,0.6593649517684887,0.10804492409278721,0.0860566804160157,0.6593649517684887,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),45,0.25,True,0.0,True,0.6419270833333334,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6825086805555556,120,480,0.7327348714182996,2.0377146876812566,0.6832797427652733,0.09147033845742802,0.07108042438763378,0.6832797427652733,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),45,0.5,True,0.0,True,0.6419270833333334,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7341579861111112,240,480,0.7227823740136915,2.0753084142142875,0.727692926045016,0.06937089094361593,0.044980533406647455,0.727692926045016,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),45,0.75,True,0.0,True,0.6419270833333334,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.796875,360,480,0.7156857401613086,2.101703986820977,0.7789389067524115,0.02517199591599162,0.011175400274106198,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,45,1.0,True,0.0,True,0.6419270833333334,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8485243055555556,480,480,0.7090370524364495,2.126136145054005,0.8199356913183279,0.003072548402179409,0.01325224990420458,0.8199356913183279,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),46,0.1,True,0.0,True,0.6913117232306681,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7115255163075882,44,449,0.727187493966603,2.075119494630473,0.6891776537873555,0.13735532524095662,0.09470804747552712,0.6891776537873555,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),46,0.25,True,0.0,True,0.6913117232306681,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7317393093845083,112,449,0.7246278583979111,2.0848315659030336,0.7218014480494789,0.10420615397023836,0.0744021185565859,0.7218014480494789,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),46,0.5,True,0.0,True,0.6913117232306681,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7883379299998846,224,449,0.7230786583100339,2.0906878071041497,0.770737139442664,0.07658184457797312,0.04753026236791598,0.770737139442664,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),46,0.75,True,0.0,True,0.6913117232306681,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8328082747691089,336,449,0.7199484164921226,2.102470879244281,0.8237508051186144,0.048957535185708,0.018792734537455058,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,46,1.0,True,0.0,True,0.6913117232306681,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8813213781537171,449,449,0.7147899819861988,2.1217458476444775,0.868608522229034,0.03790781142880195,0.0035231721171173763,0.868608522229034,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),47,0.1,True,0.0,True,0.5718523216984124,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6034027946197041,44,443,0.7466553881355761,1.949529445916892,0.6024070804371634,0.13527568922305766,0.12098113376590629,0.6024070804371634,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),47,0.25,True,0.0,True,0.5718523216984124,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6665037404622874,110,443,0.7407152397657943,1.972252243744934,0.6654038993064092,0.09956140350877196,0.08494217272694525,0.6654038993064092,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),47,0.5,True,0.0,True,0.5718523216984124,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7532675409958398,221,443,0.7330080283204745,2.0013500868913545,0.7520245252516222,0.04598997493734336,0.03452009480486731,0.7520245252516222,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),47,0.75,True,0.0,True,0.5718523216984124,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8203122959535847,332,443,0.7234204971803371,2.036966839076594,0.8228959464795237,0.01027568922305766,0.005155229870457356,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,47,1.0,True,0.0,True,0.5718523216984124,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8794694326810065,443,443,0.7064236452615713,2.0986233466164435,0.8819554641694418,0.013533834586466176,0.03705999177521928,0.8819554641694418,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),48,0.1,True,0.0,True,0.6122211751073496,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6426421030629944,46,463,0.7242208689827558,2.072621929750363,0.6701586707709053,0.10706731747000198,0.06565148125550807,0.6701586707709053,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),48,0.25,True,0.0,True,0.6122211751073496,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6844708790020059,115,463,0.713393588377446,2.1129165284331326,0.7089573306576419,0.08888549928818379,0.04313775337265266,0.7089573306576419,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),48,0.5,True,0.0,True,0.6122211751073496,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7377075029243841,231,463,0.6995248626504031,2.163434050149282,0.7618645941395554,0.0707036811063656,0.013912616093824104,0.7618645941395554,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),48,0.75,True,0.0,True,0.6122211751073496,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7985493588356736,347,463,0.688464671229833,2.202891166501139,0.814771857621469,0.028279438682123237,0.020722323910243395,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,48,1.0,True,0.0,True,0.6122211751073496,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8707990627303297,463,463,0.6769339494993629,2.2432880909768995,0.888842026496148,0.020205409802725338,0.06677682868958043,0.888842026496148,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),49,0.1,True,0.0,True,0.5960952077549719,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6242889000136531,43,438,0.7369337426335496,2.027934563083493,0.650889228188641,0.14228088781152937,0.0874703311238098,0.650889228188641,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),49,0.25,True,0.0,True,0.5960952077549719,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6685932735630091,109,438,0.7295957650434325,2.0560236626930917,0.6927592954990215,0.11902507385804106,0.06268452941022354,0.6927592954990215,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),49,0.5,True,0.0,True,0.5960952077549719,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.745119009693715,219,438,0.7170440626628092,2.1032009522958197,0.7536612115868475,0.07251344595106424,0.02439112147177272,0.7536612115868475,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),49,0.75,True,0.0,True,0.5960952077549719,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8417830974377645,328,438,0.7105125456818266,2.1273367257723366,0.8526268252295649,0.02600181804408752,0.032699278947881064,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,49,1.0,True,0.0,True,0.5960952077549719,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.910253492923133,438,438,0.7005013350845585,2.1638084352240283,0.9211414808283692,0.0030679493977728844,0.07167025289437516,0.9211414808283692,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),50,0.1,True,0.0,True,0.6180689124580975,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6256525800956202,46,465,0.7390825471679103,2.064229978369346,0.6325560075631697,0.12036806543385492,0.07575780320873074,0.6325560075631697,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),50,0.25,True,0.0,True,0.6180689124580975,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6597790844644722,116,465,0.7397444752432769,2.061609917007769,0.6760442330831375,0.09334103840682795,0.05153000398093154,0.6760442330831375,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),50,0.5,True,0.0,True,0.6180689124580975,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6976974226520855,232,465,0.7426411684607893,2.050104759621133,0.707672033461296,0.06631401137980086,0.03265934761027514,0.707672033461296,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),50,0.75,True,0.0,True,0.6180689124580975,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7469912622959828,348,465,0.7402722408469145,2.059518512859881,0.7630206841230733,0.03928698435277389,0.003074405525333085,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,50,1.0,True,0.0,True,0.6180689124580975,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8304116063087321,465,465,0.7371341316575082,2.0719230187989766,0.8420901850684696,0.025577880512090978,0.04364374119281364,0.8420901850684696,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),51,0.1,True,0.0,True,0.6962640477877897,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7209834814370604,44,442,0.7364158787143138,2.0229234939343184,0.7395709625531787,0.0880672268907563,0.051851965505303244,0.7395709625531787,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),51,0.25,True,0.0,True,0.6962640477877897,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.745702915086331,110,442,0.7327070370598796,2.0371058632499714,0.7554757144360428,0.08235294117647052,0.043376845120070465,0.7554757144360428,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),51,0.5,True,0.0,True,0.6962640477877897,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8033815936012959,221,442,0.7274098921168846,2.0571922613732827,0.807166158055351,0.05378151260504194,0.014109857426116479,0.807166158055351,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),51,0.75,True,0.0,True,0.6962640477877897,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8528204608998372,331,442,0.7236246102420398,2.0714264632098875,0.8548804137039431,0.03092436974789914,0.012299987410694616,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,51,1.0,True,0.0,True,0.6962640477877897,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8940195169819549,442,442,0.7188784490829665,2.0891369300703833,0.8946422934111032,0.0023529411764705577,0.035948997576558714,0.8946422934111032,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),52,0.1,False,0.3125172090110926,True,0.7000743815533748,0.7,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7129591861218418,42,426,0.7040381373815114,2.091699099460273,0.6871492110558086,0.05049208386820714,0.06387349291449573,0.6966271312083024,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),52,0.25,True,0.0,True,0.7000743815533748,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7344338604026202,106,426,0.7043947515359041,2.0904385412025253,0.7061050513607964,0.044644130651832925,0.055067163365132156,0.7061050513607964,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),52,0.5,True,0.0,True,0.7000743815533748,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7773832089641769,213,426,0.7046927702341347,2.0893845225843655,0.7582336121995129,0.03294822421908439,0.031572151325228476,0.7582336121995129,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),52,0.75,True,0.0,True,0.7000743815533748,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8117426878134223,319,426,0.7086496900526261,2.0753391350341,0.8056232129619825,0.0037084581372129888,0.0071483467156653185,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,52,1.0,True,0.0,True,0.7000743815533748,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8375122969503563,426,426,0.7105690419225998,2.0684919001108995,0.8387959334957111,0.0255313079446583,0.011393104952721306,0.8387959334957111,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),53,0.1,True,0.0,True,0.5824311784720074,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6157129600989792,42,424,0.7314880752846964,2.069285486921586,0.6275699163045698,0.17712022667267702,0.12171375215035468,0.6275699163045698,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),53,0.25,True,0.0,True,0.5824311784720074,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6531549644293226,106,424,0.7257881206636458,2.091133481349086,0.6628707240967018,0.1519629939682744,0.09970117353400243,0.6628707240967018,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),53,0.5,True,0.0,True,0.5824311784720074,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7530003093102382,212,424,0.712742129534538,2.1402997032824977,0.7373946516578694,0.07649129585506687,0.04875777730758733,0.7373946516578694,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),53,0.75,True,0.0,True,0.5824311784720074,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8237240952675534,318,424,0.699759020319455,2.188132452361346,0.8001516432883264,0.019887522270161218,0.007248343345323191,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,53,1.0,True,0.0,True,0.5824311784720074,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.9027683266316116,424,424,0.689845086608502,2.2239650387411993,0.8942871307340119,0.024137634962543175,0.046839706969142206,0.8942871307340119,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),54,0.1,True,0.0,True,0.6429274050757426,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6598465473145779,42,425,0.7134654863581821,2.126331197863033,0.6123839009287926,0.14343145482991937,0.08639184077528357,0.6123839009287926,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),54,0.25,True,0.0,True,0.6429274050757426,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6979146173519575,106,425,0.714046851288018,2.1241729900373065,0.6478844169246646,0.12456353030161749,0.06755938227053113,0.6478844169246646,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),54,0.5,True,0.0,True,0.6429274050757426,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7486720440684634,212,425,0.7129904718817008,2.1280929748762616,0.6966976264189887,0.1056956057733156,0.04308782602141778,0.6966976264189887,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),54,0.75,True,0.0,True,0.6429274050757426,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8036592563446783,318,425,0.7157559478154703,2.117815554256191,0.7721362229102168,0.049091832188409845,0.00025165475599750464,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,54,1.0,True,0.0,True,0.6429274050757426,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.837497540822349,425,425,0.7150502988858465,2.1204427120042024,0.8076367389060888,0.023934599484007335,0.020349068100679962,0.8076367389060888,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),55,0.1,True,0.0,True,0.6900826446280991,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6983471074380164,44,440,0.7164763925498119,2.098644709100005,0.7167543200601052,0.051365546218487435,0.05345647789907755,0.7167543200601052,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),55,0.25,True,0.0,True,0.6900826446280991,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7107438016528925,110,440,0.7146581683956408,2.105363212056948,0.736664162283997,0.0456837280366692,0.04303981123241085,0.736664162283997,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),55,0.5,True,0.0,True,0.6900826446280991,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7355371900826445,220,440,0.7097366919804442,2.123441876970698,0.7605559729526671,0.04000190985485108,0.030729205171804816,0.7605559729526671,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),55,0.75,True,0.0,True,0.6900826446280991,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.768595041322314,330,440,0.7059167098016603,2.137368881172381,0.7963936889556723,0.017274637127578374,0.009895871838471501,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,55,1.0,True,0.0,True,0.6900826446280991,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8057851239669421,440,440,0.7022340891658541,2.1507097115172753,0.8401953418482344,0.005452635599694333,0.014725340282740612,0.8401953418482344,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),56,0.1,True,0.0,True,0.6535306345977603,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6844669959988376,46,462,0.6783456975047022,2.2319979953140803,0.7511633793492865,0.049749050800933725,0.042595892370120625,0.7511633793492865,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),56,0.25,True,0.0,True,0.6535306345977603,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7192704025750498,115,462,0.6718909906760012,2.2542817519028837,0.7848478358223485,0.01506696987607814,0.018334436682779343,0.7848478358223485,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),56,0.5,True,0.0,True,0.6535306345977603,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7811431253772047,231,462,0.6578758614018327,2.301923974931315,0.821900737942717,0.00928662305526895,0.0018567747899090048,0.821900737942717,0.0
uniform bias=0.30 frac=0.75,reverse discrimination (15 seeds),56,0.75,True,0.0,True,0.6535306345977603,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8391488030042248,346,462,0.6459254450607553,2.34178207112762,0.869058977005004,0.0022740705863495414,0.02839836728545872,,
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,56,1.0,True,0.0,True,0.6535306345977603,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.9048885709815141,462,462,0.6319223101160182,2.3876401045055444,0.9061118791253724,0.008054417407158843,0.04858957875814712,0.9061118791253724,0.0
uniform bias=0.30 frac=0.10,interv. sweep (30 seeds); reverse discr. (seeds 42-56),57,0.1,True,0.0,True,0.6050816535398034,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6322327533781279,45,454,0.7284238719878251,2.0998356558186657,0.7215139256366337,0.06257903642354612,0.07652761344986829,0.7215139256366337,0.0
uniform bias=0.30 frac=0.25,interv. sweep (30 seeds); reverse discr. (seeds 42-56),57,0.25,True,0.0,True,0.6050816535398034,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.6748987674097806,113,454,0.7222538298622074,2.123555174726164,0.7493985217965037,0.0415264048445988,0.058425540084637045,0.7493985217965037,0.0
uniform bias=0.30 frac=0.50,interv. sweep (30 seeds); reverse discr. (seeds 42-56),57,0.5,True,0.0,True,0.6050816535398034,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7524733383764222,227,454,0.7058582447516879,2.185334135983904,0.8086532886362272,0.020473773265651363,0.023278012173951215,0.8086532886362272,0.0
uniform bias=0.30 frac=1.00,bias sens.; interv. sweep; ablation; reverse discr.; binarization,57,1.0,True,0.0,True,0.6050816535398034,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.907622480309705,454,454,0.6853088642370706,2.2603816072301957,0.944590694915593,0.04268412147119072,0.05943729883083346,0.944590694915593,0.0
