config,used_by,seed,interv_frac,bitwise_identical_to_R2,max_abs_diff_vs_R2,triggered,di_before_monitor,selected_alpha,selection_rule,n_qualifying,n_admissible,n_efficiency_rejections,n_reverse_rejections,di_after_monitor,n_routed,n_unpriv,R2,RMSE,DI,EOD,AOD,deposited_DI,abs_diff_R2routine_vs_deposited_DI
uniform bias=0.20 frac=1.00,bias sensitivity,57,1.0,True,0.0,True,0.7169680539724592,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8579449185176057,454,454,0.7226040555420948,2.122871725786265,0.8957872308356342,0.024302678818006074,0.0006017986663107711,0.8957872308356342,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,58,1.0,False,0.06841016526656674,True,0.7894002118032156,0.5,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7978883861236803,442,442,0.7579704517912768,1.9805842921478547,0.7897466678979285,0.03585953954535548,0.05276946292767381,0.7978883861236802,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,59,1.0,True,0.0,True,0.7359154929577465,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8329592942268998,455,455,0.7143809659948248,2.045833365428323,0.831844833611618,0.07379892363532337,0.047215626876302624,0.831844833611618,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,60,1.0,False,0.12294096825267431,True,0.7864186682288614,0.3,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7864186682288614,432,432,0.7302852082025528,2.0146026678390623,0.7919862340216322,0.018344875885145107,0.03242741802225382,0.7919862340216322,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,61,1.0,True,0.0,False,0.880362689950466,,,,,,,0.880362689950466,0,430,0.722942809046835,2.029095029220573,0.8834183452926428,0.052887067395264054,0.027386536284630267,0.8834183452926428,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,62,1.0,True,0.0,True,0.6632695631444067,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8558316943798796,423,423,0.7286527108158706,2.042772916943891,0.8278178713432799,0.021964515809297258,0.003354791083324385,0.8278178713432799,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,63,1.0,False,0.011088095353635197,True,0.7969052224371374,0.7,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8088588007736944,470,470,0.7370288927937483,2.0653360382020645,0.7766772642047771,0.09762517095156586,0.05394312609692899,0.7766772642047771,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,64,1.0,True,0.0,True,0.742501414827391,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.7927749481229956,475,475,0.6877713246674442,2.166311280827853,0.7252306022788931,0.08287577213452291,0.03628228541367156,0.7252306022788931,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,65,1.0,True,0.0,True,0.7269781582526602,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.8381630530442435,431,431,0.7354671498618361,2.0809600078889052,0.8203997858290202,0.018863831432802347,0.007865489179292778,0.8203997858290202,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,66,1.0,True,0.0,True,0.7151219278148953,1.0,target not reachable; largest admissible DI,0.0,4.0,0.0,0.0,0.843586944787631,429,429,0.7174323464489587,2.0569016013311376,0.843705687726485,0.03847241067390317,0.02104357670954035,0.843705687726485,0.0
uniform bias=0.20 frac=1.00,bias sensitivity,67,1.0,True,0.0,True,0.6714060392712643,1.0,target met; minimum deviation (practicality),1.0,4.0,0.0,0.0,0.8832186588032703,451,451,0.7223491130148508,2.058024956879814,0.9070422434144907,0.017253398396653852,0.045765620374443,0.9070422434144908,1.1102230246251565e-16
