seed,variant,selected_alpha,selected_boost,R2,RMSE,DI,EOD,AOD
65,"Single fixed candidate, alpha=1.0",1.0,1.1186929362375746,0.7232632309728315,2.1320598944994913,0.8621920229808862,0.03790141896938015,0.06591301547138631
65,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.0339122674964498,0.7529009601057615,2.0146587611125155,0.7165248775457593,0.026201145133183945,0.01522917567080484
65,"No correction, same base (R2 label ""w/o HED"")",,,0.7575189714576835,1.995744083996528,0.6417228298898834,0.08389345282549165,0.06225714769877687
66,Full: Algorithm 1 (4 candidates + rule-based arbitration),1.0,1.165944055944056,0.6486161574659961,2.302300870138487,0.9217859064012912,0.07601229871280424,0.08603276262427886
66,"Single fixed candidate, alpha=0.3",0.3,1.0497832167832168,0.7025680377963368,2.1181904315767106,0.7028617536309845,0.027213507738808596,0.04039765884970273
66,"Single fixed candidate, alpha=0.5",0.5,1.082972027972028,0.6922496199052581,2.1546189876883024,0.7643141473910705,0.011496169680546231,0.0027946449575435572
66,"Single fixed candidate, alpha=0.7",0.7,1.116160839160839,0.6778540779658218,2.2044360409687487,0.8372888649811727,0.03730262129344941,0.037480843622630655
66,"Single fixed candidate, alpha=1.0",1.0,1.165944055944056,0.6486161574659961,2.302300870138487,0.9217859064012912,0.07601229871280424,0.08603276262427886
66,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.0474125874125875,0.70314905524589,2.1161205342962206,0.7028617536309845,0.027213507738808596,0.04039765884970273
66,"No correction, same base (R2 label ""w/o HED"")",,,0.7104010570422838,2.090112535461509,0.5953200645508337,0.12398770128719572,0.11250738336112256
67,Full: Algorithm 1 (4 candidates + rule-based arbitration),1.0,1.173110579350618,0.67166676550824,2.241168390609827,0.9511955599353973,0.047773213265500436,0.09251859319935177
67,"Single fixed candidate, alpha=0.3",0.3,1.0519331738051854,0.727353693352402,2.0422874826438173,0.7142940242533738,0.04262226696048821,0.043920022826051314
67,"Single fixed candidate, alpha=0.5",0.5,1.086555289675309,0.7173337506150841,2.0794766314228332,0.807618871643262,0.0030742443616181836,0.01052552132009904
67,"Single fixed candidate, alpha=0.7",0.7,1.1211774055454327,0.7026013214175264,2.1329790177838017,0.8686389641674195,0.025174343209003247,0.04654762532438786
67,"Single fixed candidate, alpha=1.0",1.0,1.173110579350618,0.67166676550824,2.241168390609827,0.9511955599353973,0.047773213265500436,0.09251859319935177
67,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.049460165528748,0.7278890788109257,2.040281315140328,0.7035257726314637,0.0539217019887368,0.051394557858423784
67,"No correction, same base (R2 label ""w/o HED"")",,,0.7335476953454292,2.0189557780478533,0.6245585940707892,0.09911944210173118,0.09954087317039542
68,Full: Algorithm 1 (4 candidates + rule-based arbitration),1.0,1.0906967984934088,0.7292465232687165,2.0916024357447047,0.8569227806662815,0.0034843205574912606,0.0341564715620504
68,"Single fixed candidate, alpha=0.3",0.3,1.0272090395480227,0.7377291924952821,2.058576897471646,0.7069612940496821,0.05226480836236924,0.040606906668746806
68,"Single fixed candidate, alpha=0.5",0.5,1.0453483992467043,0.7367182178065739,2.062540677208584,0.7455228191796649,0.027874564459930307,0.019083426508572116
68,"Single fixed candidate, alpha=0.7",0.7,1.0634877589453862,0.7345771270456172,2.070910312243852,0.7969381860196418,0.009581881533101022,0.0068539597309619366
68,"Single fixed candidate, alpha=1.0",1.0,1.0906967984934088,0.7292465232687165,2.0916024357447047,0.8569227806662815,0.0034843205574912606,0.0341564715620504
68,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.0259133709981167,0.7377581607355885,2.0584632077370473,0.7069612940496821,0.05226480836236924,0.040606906668746806
68,"No correction, same base (R2 label ""w/o HED"")",,,0.7371266868928789,2.060940089577649,0.6598305411130366,0.07665505226480829,0.06586173011250364
69,Full: Algorithm 1 (4 candidates + rule-based arbitration),1.0,1.1191771901461793,0.6807548100615028,2.236614388454556,0.9045512987149852,0.0001442085832948914,0.04874140104359702
69,"Single fixed candidate, alpha=0.3",0.3,1.0357531570438538,0.7124492989385802,2.1226879209933824,0.7384092234408044,0.06832602676511312,0.04578906848687253
69,"Single fixed candidate, alpha=0.5",0.5,1.0595885950730897,0.7062096629000711,2.1455946963296535,0.8011740074332727,0.05696239040147677,0.012634722832526882
69,"Single fixed candidate, alpha=0.7",0.7,1.0834240331023255,0.6977172810918946,2.17638434414723,0.8417865147225169,0.039916935856022184,0.010540019092215067
69,"Single fixed candidate, alpha=1.0",1.0,1.1191771901461793,0.6807548100615028,2.236614388454556,0.9045512987149852,0.0001442085832948914,0.04874140104359702
69,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.0340506257560513,0.7128087852205529,2.1213606492665416,0.7384092234408044,0.06832602676511312,0.04578906848687253
69,"No correction, same base (R2 label ""w/o HED"")",,,0.7175848546782173,2.103647288365388,0.675644439448336,0.11378057221965854,0.08499985769766172
70,Full: Algorithm 1 (4 candidates + rule-based arbitration),1.0,1.1610321100917431,0.7090466929652695,2.1429046259009854,0.8412036960782698,0.006098541172688154,0.02839037609493829
70,"Single fixed candidate, alpha=0.3",0.3,1.048309633027523,0.7192621805608153,2.1049493715240715,0.648427849060333,0.13184704416670012,0.07723480477009743
70,"Single fixed candidate, alpha=0.5",0.5,1.0805160550458717,0.7204390400048509,2.1005327397378277,0.7010030800652249,0.08394285254993361,0.04584776472379597
70,"Single fixed candidate, alpha=0.7",0.7,1.1127224770642201,0.7183394433003905,2.1084058381719193,0.749197041819709,0.054002732789454555,0.01972528848667912
70,"Single fixed candidate, alpha=1.0",1.0,1.1610321100917431,0.7090466929652695,2.1429046259009854,0.8412036960782698,0.006098541172688154,0.02839037609493829
70,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.0460091743119266,0.7190527445744366,2.1057343921499427,0.6309027720587024,0.14382309207089172,0.08694030084115234
70,"No correction, same base (R2 label ""w/o HED"")",,,0.7113535361163313,2.1343926375700453,0.5257523100489186,0.2216674034481373,0.14630855318405023
71,Full: Algorithm 1 (4 candidates + rule-based arbitration),1.0,1.149275323988363,0.7236770796730372,2.122180754197695,0.8482582355168496,0.03380846795480941,0.03782267981948058
71,"Single fixed candidate, alpha=0.3",0.3,1.0447825971965088,0.741943373494889,2.0508383234683656,0.650605831124574,0.13077816492450645,0.06564498653478375
71,"Single fixed candidate, alpha=0.5",0.5,1.0746376619941815,0.7403362805414966,2.057214389739655,0.708254449072321,0.10047513462147606,0.03502955385749536
71,"Single fixed candidate, alpha=0.7",0.7,1.104492726791854,0.735839709077252,2.0749502279578285,0.7576675501703899,0.08229331643965787,0.010474727240813067
71,"Single fixed candidate, alpha=1.0",1.0,1.149275323988363,0.7236770796730372,2.122180754197695,0.8482582355168496,0.03380846795480941,0.03782267981948058
71,"Reduced strength, coef 0.2 (R2 label ""w/o MOG"")",0.28571428571428575,1.0426500925681037,0.7419475990689508,2.050821532570923,0.646488072699735,0.13077816492450645,0.06736319959320299
71,"No correction, same base (R2 label ""w/o HED"")",,,0.7389362407171296,2.0627529189769267,0.5641329042029534,0.1974448315911731,0.11616045045230951
