fold,seed,model,Acc,DI,EOD,AOD
1,66,DL,0.72,1.2496033844526704,0.14857142857142858,0.043302808302808304
1,66,Debiased-HITL,0.72,1.2496033844526704,0.14857142857142858,0.043302808302808304
1,66,FE-HITL,0.72,1.2496033844526704,0.14857142857142858,0.043302808302808304
1,67,DL,0.715,1.736143637782982,0.11428571428571432,0.08759157509157511
1,67,Debiased-HITL,0.715,1.3021077283372364,0.03428571428571431,0.019813797313797323
1,67,FE-HITL,0.71,0.9765807962529274,0.04571428571428571,0.03407509157509157
1,68,DL,0.7,2.278688524590164,0.01142857142857143,0.014795482295482295
1,68,Debiased-HITL,0.695,1.139344262295082,0.02857142857142857,0.005204517704517705
1,68,FE-HITL,0.695,1.139344262295082,0.02857142857142857,0.005204517704517705
1,69,DL,0.72,1.206364513018322,0.16000000000000003,0.03940170940170941
1,69,Debiased-HITL,0.72,1.206364513018322,0.16000000000000003,0.03940170940170941
1,69,FE-HITL,0.72,1.206364513018322,0.16000000000000003,0.03940170940170941
1,70,DL,0.705,1.139344262295082,0.01142857142857143,0.0009065934065934072
1,70,Debiased-HITL,0.705,1.139344262295082,0.01142857142857143,0.0009065934065934072
1,70,FE-HITL,0.705,1.139344262295082,0.01142857142857143,0.0009065934065934072
1,71,DL,0.74,1.3672131147540985,0.16000000000000003,0.05863247863247864
1,71,Debiased-HITL,0.74,1.3672131147540985,0.16000000000000003,0.05863247863247864
1,71,FE-HITL,0.73,1.0633879781420765,0.03999999999999998,0.015256410256410273
1,72,DL,0.745,1.9938524590163933,0.32571428571428573,0.16980158730158731
1,72,Debiased-HITL,0.75,1.8989071038251364,0.32571428571428573,0.15591269841269842
1,72,FE-HITL,0.745,1.9938524590163933,0.32571428571428573,0.16980158730158731
1,73,DL,0.73,1.2879543834640057,0.08571428571428574,0.02683150183150184
1,73,Debiased-HITL,0.73,1.2879543834640057,0.08571428571428574,0.02683150183150184
1,73,FE-HITL,0.715,0.9907341411261582,0.03428571428571425,0.03316849816849816
1,74,DL,0.735,1.4811475409836066,0.18285714285714288,0.06632173382173384
1,74,Debiased-HITL,0.735,1.4811475409836066,0.18285714285714288,0.06632173382173384
1,74,FE-HITL,0.725,1.025409836065574,0.06285714285714289,0.007567155067155051
1,75,DL,0.75,1.3292349726775956,0.06857142857142856,0.02306776556776556
1,75,Debiased-HITL,0.75,1.3292349726775956,0.06857142857142856,0.02306776556776556
1,75,FE-HITL,0.745,1.044398907103825,0.011428571428571455,0.030821123321123335
1,76,DL,0.72,1.5665983606557377,0.19999999999999996,0.11068376068376067
1,76,Debiased-HITL,0.72,1.5665983606557377,0.19999999999999996,0.11068376068376067
1,76,FE-HITL,0.72,1.5665983606557377,0.19999999999999996,0.11068376068376067
1,77,DL,0.71,0.9494535519125682,0.03428571428571431,0.022387057387057374
1,77,Debiased-HITL,0.71,0.9494535519125682,0.03428571428571431,0.022387057387057374
1,77,FE-HITL,0.71,0.9494535519125682,0.03428571428571431,0.022387057387057374
1,78,DL,0.715,0.8138173302107727,0.04000000000000001,0.03976495726495727
1,78,Debiased-HITL,0.715,0.8138173302107727,0.04000000000000001,0.03976495726495727
1,78,FE-HITL,0.715,0.8138173302107727,0.04000000000000001,0.03976495726495727
1,79,DL,0.74,1.6276346604215455,0.22857142857142854,0.1116147741147741
