Exp,ratio,seed,model,R2,RMSE,DI,EOD,AOD
IntervSens,1.0,64,DL,0.7357144081101157,2.0022861824528757,0.5808302698825429,0.1518163966617575,0.10305505754514924
IntervSens,1.0,64,FE-HITL,0.6791370523712871,2.2062218993325713,0.8508771929824562,0.039641629847815385,0.06926530430266226
IntervSens,1.0,65,DL,0.7576145512391226,1.9953507097485124,0.6334376070151947,0.08358227532984808,0.0616137540729063
IntervSens,1.0,65,FE-HITL,0.7232632309728315,2.1320598944994913,0.8621920229808862,0.03790141896938015,0.06591301547138631
IntervSens,1.0,66,DL,0.7209403173827079,2.051727746916431,0.6241258741258742,0.11587888894679244,0.07819814869146999
IntervSens,1.0,66,FE-HITL,0.6486161574659957,2.3023008701384873,0.9217859064012912,0.07601229871280424,0.08603276262427886
IntervSens,1.0,67,DL,0.7438668901716516,1.9794745721821252,0.5989393413968607,0.13468636359514297,0.1122354061901557
IntervSens,1.0,67,FE-HITL,0.6716667655082398,2.241168390609828,0.9511955599353973,0.047773213265500436,0.09251859319935177
IntervSens,1.0,68,DL,0.7355035110812693,2.0672931877684877,0.689922480620155,0.060477849676455975,0.0563894223506658
IntervSens,1.0,68,FE-HITL,0.7292465232687166,2.0916024357447043,0.8569227806662815,0.0034843205574912606,0.0341564715620504
IntervSens,1.0,69,DL,0.726131153849223,2.0715730346508736,0.6825601831637576,0.11052145823719428,0.07256045837484813
IntervSens,1.0,69,FE-HITL,0.6807548100615028,2.2366143884545564,0.9045512987149852,0.0001442085832948914,0.04874140104359702
IntervSens,1.0,70,DL,0.7344579940009398,2.0471883871527616,0.6351640065351263,0.1479624643330788,0.11371370126703825
IntervSens,1.0,70,FE-HITL,0.7090466929652693,2.1429046259009854,0.8412036960782698,0.006098541172688154,0.02839037609493829
IntervSens,1.0,71,DL,0.7495309768988754,2.0204631199319083,0.5838157894736842,0.1855453489599831,0.12093308977574355
IntervSens,1.0,71,FE-HITL,0.7236770796730372,2.122180754197695,0.8482582355168496,0.03380846795480941,0.03782267981948058
