Exp,ratio,seed,model,R2,RMSE,DI,EOD,AOD
IntervSens,0.1,50,FE-HITL,0.7412993185170204,2.0554423586212,0.6404629576577092,0.11496266002844957,0.07126938622031379
IntervSens,0.1,51,DL,0.7455972454280866,1.9873792032494382,0.6963389551624846,0.1076717745921898,0.061619126996469424
IntervSens,0.1,51,FE-HITL,0.7358278821224516,2.025178579506718,0.7475233384946107,0.0880672268907563,0.04810664715324332
IntervSens,0.1,52,DL,0.723358694027788,2.022273293729801,0.7274218789439145,0.04091529637100888,0.049438040342367186
IntervSens,0.1,52,FE-HITL,0.704342517687451,2.0906232247075995,0.6966271312083024,0.05049208386820714,0.05995192428704475
IntervSens,0.1,53,DL,0.7487542459757378,2.0016492976471785,0.6098752282410226,0.194378260029622,0.12447060864399852
IntervSens,0.1,53,FE-HITL,0.7319731576504185,2.0674154998543153,0.6275699163045698,0.17712022667267702,0.12171375215035468
IntervSens,0.1,54,DL,0.7299611838927647,2.0642178935452744,0.6678314890312561,0.10749847170847449,0.06244886955387095
IntervSens,0.1,54,FE-HITL,0.7122391091902576,2.130876723131916,0.5990712074303406,0.14972076300602,0.09329589335957449
IntervSens,0.1,55,DL,0.7132746373923626,2.1104611553621053,0.6552088044625358,0.11786669213139811,0.09320753961408615
IntervSens,0.1,55,FE-HITL,0.7142717155869365,2.1067884293579566,0.7127723516153267,0.06841100076394202,0.058191326383926045
IntervSens,0.1,56,DL,0.7315064629366768,2.039229174637424,0.6644244644244643,0.08504222558379504,0.06592067294771946
IntervSens,0.1,56,FE-HITL,0.6773495679727097,2.235451455106542,0.744426488054674,0.055529397621742915,0.04721616958675359
IntervSens,0.1,57,DL,0.7496941724633397,2.0159278759848123,0.6451101321585903,0.09866417312316322,0.11047094770044275
IntervSens,0.1,57,FE-HITL,0.7266891028856948,2.106531625943819,0.71802835111665,0.06257903642354612,0.07842155284380768
IntervSens,0.1,58,DL,0.7533642163418953,1.9960052989620036,0.697144903027256,0.0784837999370871,0.08268552741952395
IntervSens,0.1,58,FE-HITL,0.7180984935886097,2.133940689679762,0.6073478760045925,0.176156023906889,0.11883781587501313
IntervSens,0.1,59,DL,0.7109070548382239,2.0584831640832215,0.65788928053079,0.14008803768630784,0.10413475394137627
IntervSens,0.1,59,FE-HITL,0.7117423454203329,2.0555071741179196,0.6169653570000191,0.16559193760135915,0.12588212580332844
IntervSens,0.1,60,DL,0.7324005575522534,2.008655618391621,0.7057730650715969,0.038954982589952,0.047827121109727186
IntervSens,0.1,60,FE-HITL,0.7291802166127416,2.0207057391600296,0.7074848160057163,0.056292488807826224,0.05350471492966988
