Exp,bias,seed,model,R2,RMSE,DI,EOD,AOD
BiasSens,0.2,60,Debiased-HITL,0.7301395744328072,2.015146491529448,0.7919862340216322,0.018344875885145107,0.03242741802225382
BiasSens,0.2,60,FE-HITL,0.730692609475311,2.013080575087046,0.7919862340216322,0.018344875885145107,0.03242741802225382
BiasSens,0.2,61,LR,0.730341464175029,2.0018187819282103,0.8622186965053651,0.06792349726775948,0.040408381363580145
BiasSens,0.2,61,DL,0.722630445527751,2.030238541713825,0.8570092697999675,0.06520947176684877,0.04526016440716636
BiasSens,0.2,61,Debiased-HITL,0.7229428090468352,2.0290950292205725,0.8834183452926428,0.052887067395264054,0.027386536284630267
BiasSens,0.2,61,FE-HITL,0.7229428090468352,2.0290950292205725,0.8834183452926428,0.052887067395264054,0.027386536284630267
BiasSens,0.2,62,LR,0.7457502888664995,1.9773683650650096,0.6806404044659784,0.10679948458717414,0.08532096389653351
BiasSens,0.2,62,DL,0.7418945042529304,1.9923056826040968,0.6755819013678652,0.10679948458717414,0.08620913572926389
BiasSens,0.2,62,Debiased-HITL,0.7314479231387605,2.032224137829659,0.6891024442533249,0.08044404797303994,0.06755164166521363
BiasSens,0.2,62,FE-HITL,0.7286527108158705,2.0427729169438913,0.8278178713432799,0.021964515809297258,0.003354791083324385
BiasSens,0.2,63,LR,0.7467010432323664,2.0269984016701645,0.7936091989987484,0.0880432819260113,0.048894243956694235
BiasSens,0.2,63,DL,0.7410786081894234,2.04937140472338,0.7807422417351496,0.09671342926690807,0.06100774920515667
BiasSens,0.2,63,Debiased-HITL,0.7373134006246889,2.064218494718686,0.7808755196869651,0.09762517095156586,0.05201262416642705
BiasSens,0.2,63,FE-HITL,0.7371266841763742,2.0649519829929206,0.7766772642047771,0.09762517095156586,0.05394312609692899
BiasSens,0.2,64,LR,0.7362709631823396,1.990964160528559,0.6741067328005877,0.11929001753984603,0.08472167128325968
BiasSens,0.2,64,DL,0.7294662305091748,2.0164859942701905,0.6949803333957669,0.09437199725463286,0.06758083855001973
BiasSens,0.2,64,Debiased-HITL,0.6851582031565667,2.1753575986661975,0.6629408572978839,0.10947151681537404,0.06525960026280793
BiasSens,0.2,64,FE-HITL,0.6877713246674441,2.1663112808278533,0.7252306022788931,0.08287577213452291,0.03628228541367156
BiasSens,0.2,65,LR,0.7638891272491066,1.9659927939540336,0.6992493064453449,0.0821614178055704,0.06713197377127239
BiasSens,0.2,65,DL,0.7523042424479962,2.0136464115784207,0.7539361007257092,0.05082859379568583,0.03082558857149008
BiasSens,0.2,65,Debiased-HITL,0.7451421536202387,2.0425511114533395,0.7440835266821346,0.07536100657404532,0.055799116119993
BiasSens,0.2,65,FE-HITL,0.7354671498618361,2.0809600078889052,0.8203997858290202,0.018863831432802347,0.007865489179292778
BiasSens,0.2,66,LR,0.7260714394879737,2.0252141416483327,0.7053477344573236,0.055046736016885256,0.057497017547309556
BiasSens,0.2,66,DL,0.7216522653556231,2.041484746021492,0.7219853317414293,0.04343811246796325,0.04651129298274012
BiasSens,0.2,66,Debiased-HITL,0.7222010782410481,2.039471174858478,0.7268849001951255,0.029709407507914953,0.042691601156072276
BiasSens,0.2,66,FE-HITL,0.7174323464489588,2.056901601331137,0.843705687726485,0.03847241067390317,0.02104357670954035
BiasSens,0.2,67,LR,0.7475420113828776,1.96243672777766,0.6825306241139908,0.10935866155454854,0.08280365812670817
BiasSens,0.2,67,DL,0.7361465794964425,2.006238076590288,0.695539030806853,0.08274660160334613,0.07769427888940822
BiasSens,0.2,67,Debiased-HITL,0.7380935989341968,1.9988221838271045,0.7301501876448597,0.07222028581387252,0.056442486098636294
