interv_frac,DI_unpriv_mean,DI_unpriv_std,DI_priv_mean,DI_priv_std,R2_mean,n
0.1,0.6679235913571774,0.04562051697213375,1.5035881736895549,0.1007598314505655,0.7243336399893308,15
0.25,0.7007529187703185,0.038295721078453276,1.4309013316028505,0.07589262696535423,0.7205323643860454,15
0.5,0.752193915001785,0.034475603392693614,1.3320297875272769,0.06053145729237142,0.7144210443970677,15
0.75,0.8093089162584071,0.032503342484095706,1.2374686190786237,0.04930129103787127,0.7093658891673067,15
1.0,0.8650299006501971,0.03265622894993687,1.1575732969171837,0.043849003961399985,0.703093422191374,15
