interv_frac,DI_unpriv,DI_priv,R2,seeds,n_routed_to_review,review_minutes_per_batch_ASSUMED
0.1,0.6679235913571774,1.5035881736895547,0.7243336399893308,42-56 (15 seeds),44.46666666666667,8.893333333333334
0.25,0.7007529187703185,1.4309013316028505,0.7205323643860454,42-56 (15 seeds),111.8,22.36
0.5,0.752193915001785,1.3320297875272769,0.7144210443970677,42-56 (15 seeds),224.06666666666666,44.81333333333334
0.75,0.8093089162584071,1.2374686190786237,0.7093658891673067,42-56 (15 seeds),336.06666666666666,67.21333333333334
1.0,0.8650299006501971,1.1575732969171837,0.703093422191374,42-56 (15 seeds),448.6,89.72000000000001
